City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Friday,0,100.1862,0,0,80.1489,0.0978
MetropolisX,Autonomous Vehicle,Snowy,Booming,Friday,18,79.6339,1,0,61.5795,0.349
AquaCity,Autonomous Vehicle,Clear,Stable,Sunday,10,88.2421,0,0,78.4374,0.497
MetropolisX,Autonomous Vehicle,Rainy,Recession,Friday,2,53.0658,0,0,50.7807,0.1187
SolarisVille,Flying Car,Snowy,Stable,Tuesday,14,50.8566,0,0,61.0279,0.2398
Ecoopolis,Drone,Clear,Booming,Thursday,9,55.0851,0,0,34.4282,0.1893
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,13,40.5197,0,0,32.4158,0.5141
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Friday,15,103.8543,0,0,83.0834,0.0165
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,16,111.915,0,0,107.0957,0.1466
AquaCity,Autonomous Vehicle,Rainy,Recession,Wednesday,10,50.3819,0,0,40.3055,0.2854
AquaCity,Car,Snowy,Booming,Saturday,17,24.2722,0,0,24.2722,0.5608
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Thursday,1,73.485,0,0,66.8046,0.2087
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,17,91.2961,1,0,69.8918,0.0558
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,2,48.8442,0,0,74.1919,0.1198
MetropolisX,Autonomous Vehicle,Clear,Stable,Thursday,3,85.5838,0,0,77.8034,0.519
Ecoopolis,Autonomous Vehicle,Clear,Booming,Tuesday,12,49.9632,0,0,39.9705,0.3373
TechHaven,Autonomous Vehicle,Snowy,Recession,Sunday,21,51.9916,0,0,49.7527,0.1376
MetropolisX,Drone,Solar Flare,Stable,Tuesday,10,43.743,0,0,30.3771,0.9008
TechHaven,Autonomous Vehicle,Snowy,Booming,Sunday,1,97.8252,0,0,93.6127,0.3429
Neuroburg,Autonomous Vehicle,Snowy,Stable,Monday,21,47.0237,0,0,38.4605,0.0429
SolarisVille,Flying Car,Clear,Recession,Wednesday,5,45.3184,0,0,54.3821,0.1297
TechHaven,Drone,Snowy,Stable,Tuesday,16,36.5094,0,0,21.8357,0.1323
AquaCity,Autonomous Vehicle,Snowy,Booming,Thursday,18,69.984,1,0,65.4755,0.4268
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,19,85.1855,0,0,81.5172,0.0811
AquaCity,Autonomous Vehicle,Snowy,Booming,Sunday,22,45.2286,0,0,36.1828,0.4583
AquaCity,Flying Car,Snowy,Booming,Wednesday,20,47.713,0,0,57.2556,0.8644
Neuroburg,Drone,Clear,Stable,Saturday,6,55.4688,0,0,31.5164,0.1555
Neuroburg,Drone,Rainy,Stable,Friday,22,63.5996,0,0,38.038,0.051
Ecoopolis,Autonomous Vehicle,Clear,Stable,Wednesday,17,42.2868,1,0,33.8294,0.2082
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Tuesday,1,100.4563,0,0,91.3239,0.2661
Neuroburg,Drone,Snowy,Booming,Wednesday,10,47.4498,0,0,28.379,0.0947
SolarisVille,Drone,Electromagnetic Storm,Booming,Friday,5,84.0333,0,0,42.0167,0.5114
MetropolisX,Drone,Electromagnetic Storm,Booming,Thursday,3,77.089,0,0,46.1059,0.5756
MetropolisX,Drone,Solar Flare,Booming,Saturday,20,28.6814,0,0,16.2962,0.4457
Ecoopolis,Car,Clear,Stable,Sunday,3,22.5928,0,0,22.5928,0.4479
AquaCity,Autonomous Vehicle,Snowy,Stable,Tuesday,21,24.7944,0,0,22.0395,0.6125
Neuroburg,Car,Electromagnetic Storm,Stable,Thursday,21,36.4326,0,0,43.5797,0.0851
SolarisVille,Autonomous Vehicle,Rainy,Booming,Tuesday,6,37.6398,0,0,30.1119,0.3308
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Tuesday,2,86.4,0,0,79.3005,0.74
Neuroburg,Autonomous Vehicle,Rainy,Stable,Monday,11,51.2935,0,0,49.0847,0.1177
MetropolisX,Drone,Solar Flare,Recession,Tuesday,3,94.7513,0,0,53.836,0.1578
Neuroburg,Drone,Snowy,Recession,Thursday,12,75.2782,0,0,45.0229,0.0543
Ecoopolis,Car,Snowy,Booming,Tuesday,14,65.6026,0,1,65.6026,0.2559
SolarisVille,Autonomous Vehicle,Clear,Booming,Thursday,19,100.3488,0,0,89.199,0.3479
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,3,26.6253,0,0,31.8485,0.1313
SolarisVille,Drone,Rainy,Recession,Saturday,5,72.9852,0,0,36.4926,0.1316
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,20,30.2389,0,0,24.7323,0.0399
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Tuesday,22,31.2094,0,0,24.9675,0.2241
AquaCity,Car,Electromagnetic Storm,Recession,Sunday,14,39.8653,1,0,39.8653,0.1738
TechHaven,Drone,Rainy,Booming,Wednesday,0,45.0627,0,0,42.1115,0.2744
SolarisVille,Flying Car,Solar Flare,Booming,Tuesday,1,59.4884,0,0,71.3861,0.1891
SolarisVille,Drone,Solar Flare,Recession,Saturday,12,80.6777,1,0,40.3389,0.0992
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Tuesday,22,45.473,0,0,41.3391,0.2901
Ecoopolis,Flying Car,Electromagnetic Storm,Recession,Friday,6,55.8839,0,0,67.0607,0.0461
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Friday,7,76.8,1,0,65.7227,0.139
MetropolisX,Drone,Snowy,Recession,Monday,15,26.254,0,0,15.7021,0.0758
Neuroburg,Autonomous Vehicle,Clear,Recession,Monday,4,35.3707,0,0,32.1552,0.0247
MetropolisX,Autonomous Vehicle,Clear,Recession,Sunday,2,66.9705,0,0,60.8823,0.1681
TechHaven,Autonomous Vehicle,Snowy,Stable,Thursday,1,64.8794,0,0,62.0856,0.1533
TechHaven,Car,Solar Flare,Recession,Sunday,23,76.6529,0,1,87.1056,0.0515
MetropolisX,Autonomous Vehicle,Rainy,Booming,Tuesday,8,108.3456,1,0,86.4982,0.4048
TechHaven,Autonomous Vehicle,Rainy,Recession,Saturday,10,79.8339,0,0,76.3961,0.0217
Ecoopolis,Autonomous Vehicle,Clear,Recession,Sunday,6,85.567,0,0,68.4536,0.0287
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Thursday,4,27.5052,0,0,25.0048,0.5097
AquaCity,Autonomous Vehicle,Rainy,Recession,Tuesday,12,87.0936,0,0,69.6749,0.242
Neuroburg,Drone,Clear,Recession,Saturday,0,23.2522,0,0,13.2115,0.0393
Neuroburg,Autonomous Vehicle,Rainy,Recession,Tuesday,5,49.7048,0,0,47.5644,0.0335
AquaCity,Car,Solar Flare,Recession,Saturday,4,39.9838,0,0,39.9838,0.105
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,20,45.1651,0,0,40.0187,0.09
AquaCity,Drone,Solar Flare,Booming,Monday,23,74.3884,0,0,37.1942,0.4685
SolarisVille,Autonomous Vehicle,Snowy,Stable,Tuesday,12,22.0087,0,0,17.6069,0.3256
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Tuesday,12,36.4837,0,0,33.167,0.1213
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Friday,1,94.3372,0,1,75.4698,0.0496
Neuroburg,Drone,Rainy,Booming,Thursday,1,77.3321,0,0,46.2513,0.0614
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Wednesday,0,13.0477,0,1,10.4381,0.0311
TechHaven,Drone,Solar Flare,Booming,Tuesday,2,40.8466,0,0,23.2083,0.2411
AquaCity,Drone,Snowy,Stable,Sunday,9,70.6589,0,0,35.3294,0.4539
AquaCity,Drone,Rainy,Stable,Monday,12,74.3534,0,0,37.1767,0.7162
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,23,84.8242,0,0,81.1715,0.3231
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,21,26.3311,0,0,26.006,0.2227
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,22,16.6047,0,0,13.2837,0.1197
Neuroburg,Drone,Solar Flare,Recession,Wednesday,10,85.2575,0,0,53.8242,0.0633
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Sunday,16,24.2344,0,0,22.0313,0.2919
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,21,58.2756,0,0,46.6205,0.4661
SolarisVille,Drone,Clear,Booming,Thursday,4,96.2996,0,0,48.1498,0.4942
TechHaven,Flying Car,Snowy,Stable,Monday,21,36.6283,0,0,52.5766,0.2256
TechHaven,Flying Car,Rainy,Stable,Monday,15,42.534,0,0,61.0536,0.1378
AquaCity,Autonomous Vehicle,Rainy,Booming,Monday,17,23.3675,1,0,18.694,0.544
SolarisVille,Autonomous Vehicle,Clear,Stable,Monday,12,104.867,0,0,83.8936,0.262
SolarisVille,Flying Car,Clear,Stable,Sunday,3,59.727,0,0,71.6724,0.5584
AquaCity,Drone,Snowy,Recession,Tuesday,23,43.5363,0,0,21.7681,0.2775
MetropolisX,Autonomous Vehicle,Rainy,Stable,Saturday,23,34.8278,0,0,33.3281,0.3489
Ecoopolis,Autonomous Vehicle,Clear,Booming,Sunday,9,69.6788,0,0,55.7431,0.2721
SolarisVille,Drone,Rainy,Stable,Monday,18,32.1799,1,0,16.09,0.5988
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Wednesday,19,48.9957,0,0,43.5517,0.534
SolarisVille,Drone,Solar Flare,Stable,Sunday,18,35.0688,0,0,17.5344,0.23
Neuroburg,Drone,Solar Flare,Booming,Saturday,20,50.0042,0,0,28.4115,0.0849
AquaCity,Flying Car,Solar Flare,Booming,Monday,7,54.8547,1,0,65.8257,0.9246
TechHaven,Autonomous Vehicle,Clear,Stable,Thursday,12,80.2516,0,0,72.956,0.2818
TechHaven,Drone,Snowy,Stable,Tuesday,23,74.516,0,0,44.567,0.1316
TechHaven,Autonomous Vehicle,Snowy,Recession,Sunday,23,78.8377,0,0,75.4428,0.0936
SolarisVille,Drone,Snowy,Stable,Sunday,15,69.3541,0,0,34.677,0.4672
TechHaven,Car,Clear,Recession,Sunday,1,37.8122,0,0,42.9684,0.1269
MetropolisX,Autonomous Vehicle,Rainy,Recession,Tuesday,18,63.4263,1,0,77.8515,0.1125
MetropolisX,Drone,Clear,Booming,Friday,12,38.8535,0,0,22.0759,0.5226
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Sunday,12,35.751,1,0,28.6008,0.1163
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,16,82.677,0,0,79.1167,0.046
TechHaven,Drone,Clear,Recession,Saturday,4,63.9885,0,0,36.3571,0.0589
SolarisVille,Drone,Rainy,Recession,Sunday,7,24.9332,0,0,12.4666,0.2072
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,1,93.1369,0,1,89.1262,0.2313
TechHaven,Drone,Electromagnetic Storm,Stable,Saturday,22,82.2,0,0,49.1627,0.237
Neuroburg,Drone,Snowy,Recession,Tuesday,13,66.2213,0,0,39.606,0.025
AquaCity,Drone,Solar Flare,Stable,Sunday,14,72.2903,1,0,36.1451,0.4797
Neuroburg,Autonomous Vehicle,Snowy,Recession,Monday,21,39.5336,0,0,32.3344,0.0125
Neuroburg,Autonomous Vehicle,Rainy,Recession,Saturday,21,82.7408,0,0,87.9753,0.0246
AquaCity,Drone,Electromagnetic Storm,Recession,Friday,23,45.0555,0,0,22.5278,0.3181
SolarisVille,Drone,Snowy,Booming,Wednesday,4,79.7898,0,0,39.8949,0.3345
Neuroburg,Autonomous Vehicle,Clear,Stable,Sunday,22,68.0755,0,0,61.8869,0.0575
AquaCity,Autonomous Vehicle,Rainy,Stable,Tuesday,6,59.3576,0,0,52.7623,0.4
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,9,41.0824,0,0,39.3133,0.351
Neuroburg,Autonomous Vehicle,Clear,Booming,Monday,20,131.0251,0,0,101.8066,0.0786
Neuroburg,Autonomous Vehicle,Clear,Recession,Sunday,4,77.0436,0,0,70.0396,0.0332
AquaCity,Car,Rainy,Recession,Sunday,8,16.9868,0,0,16.9868,0.1316
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,20,86.0811,0,0,82.3743,0.5726
SolarisVille,Drone,Clear,Recession,Sunday,2,60.9413,0,0,30.4706,0.0705
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Tuesday,20,32.2171,0,0,28.6374,0.1412
Neuroburg,Autonomous Vehicle,Snowy,Booming,Saturday,15,65.2443,0,0,62.4348,0.0416
AquaCity,Car,Solar Flare,Recession,Friday,18,95.04,1,0,118.0425,0.2673
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Saturday,7,25.6042,0,0,23.2765,0.0834
AquaCity,Drone,Solar Flare,Recession,Thursday,6,115.9123,0,0,57.9562,0.153
MetropolisX,Autonomous Vehicle,Clear,Stable,Friday,2,121.1582,0,0,110.1438,0.4488
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Wednesday,12,55.5986,0,0,44.4789,0.1217
Neuroburg,Autonomous Vehicle,Snowy,Recession,Sunday,5,48.5341,0,0,46.4441,0.0611
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,22,91.4058,0,0,73.1246,0.1059
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,4,96,0,0,88.6149,0.3585
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,19,29.0407,0,0,23.2326,0.0979
MetropolisX,Autonomous Vehicle,Snowy,Recession,Tuesday,17,60.9777,1,0,74.0976,0.163
Ecoopolis,Flying Car,Clear,Stable,Tuesday,13,13.4652,0,1,16.1583,0.3351
TechHaven,Autonomous Vehicle,Clear,Stable,Thursday,13,42.9539,0,0,39.049,0.2622
MetropolisX,Autonomous Vehicle,Clear,Recession,Sunday,19,107.9318,0,0,98.1198,0.2416
SolarisVille,Drone,Rainy,Booming,Saturday,15,24.7433,0,0,12.3717,0.4798
TechHaven,Autonomous Vehicle,Clear,Stable,Saturday,4,103.9273,0,0,94.4794,0.1776
Neuroburg,Drone,Solar Flare,Recession,Monday,18,17.6807,1,0,8.0367,0.0776
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Friday,20,37.0063,0,0,53.9395,0.2308
AquaCity,Autonomous Vehicle,Clear,Stable,Sunday,10,108,0,0,100.9043,0.6005
AquaCity,Autonomous Vehicle,Rainy,Stable,Monday,14,25.4044,0,0,20.3236,0.4412
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,5,74.7694,0,0,59.8155,0.1667
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Friday,14,42.4345,0,0,33.9476,0.2817
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Tuesday,15,121.0211,0,0,110.0192,0.4672
MetropolisX,Drone,Electromagnetic Storm,Recession,Tuesday,17,90.3702,1,0,43.2394,0.292
Neuroburg,Autonomous Vehicle,Clear,Recession,Tuesday,20,47.7293,0,0,37.0857,0.0244
MetropolisX,Drone,Snowy,Recession,Monday,23,42.1802,0,0,25.2274,0.2214
TechHaven,Car,Solar Flare,Stable,Sunday,4,79.0731,0,0,89.8558,0.194
Ecoopolis,Drone,Electromagnetic Storm,Booming,Monday,18,28.7492,1,0,17.9682,0.1675
SolarisVille,Flying Car,Electromagnetic Storm,Stable,Monday,8,76.2449,1,1,91.4939,0.4666
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,5,32.9549,0,0,43.7998,0.1835
MetropolisX,Autonomous Vehicle,Rainy,Recession,Monday,21,42.121,0,0,64.6259,0.2936
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,14,35.325,0,0,28.26,0.3853
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Sunday,9,36.5482,0,0,33.2257,0.3025
AquaCity,Autonomous Vehicle,Snowy,Stable,Tuesday,15,12.4876,0,0,11.1001,0.5958
Neuroburg,Autonomous Vehicle,Rainy,Booming,Friday,11,102.2084,0,0,97.8071,0.0591
TechHaven,Autonomous Vehicle,Clear,Recession,Saturday,20,31.1194,0,0,28.2903,0.0984
AquaCity,Autonomous Vehicle,Rainy,Booming,Thursday,0,77.9932,0,0,62.3946,0.4784
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Wednesday,7,38.0112,1,0,30.409,0.1058
TechHaven,Autonomous Vehicle,Rainy,Booming,Monday,21,48.1963,0,0,42.7045,0.2918
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,2,77.8603,0,0,74.5074,0.4754
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,7,62.6683,0,0,59.9697,0.4186
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Tuesday,21,34.3949,0,0,33.9703,0.1028
SolarisVille,Drone,Rainy,Stable,Thursday,6,17.6542,0,0,8.8271,0.2178
Ecoopolis,Drone,Rainy,Booming,Sunday,13,47.5229,1,0,23.7615,0.2751
AquaCity,Car,Solar Flare,Recession,Saturday,22,89.8658,0,0,89.8658,0.1947
Ecoopolis,Flying Car,Solar Flare,Booming,Friday,16,44.9837,0,0,53.9805,0.3484
SolarisVille,Drone,Electromagnetic Storm,Stable,Friday,9,34.4454,0,0,17.2227,0.5495
MetropolisX,Autonomous Vehicle,Rainy,Recession,Thursday,21,40.5846,0,0,39.2293,0.1044
Neuroburg,Autonomous Vehicle,Clear,Stable,Saturday,0,46.1972,0,0,41.9975,0.0891
MetropolisX,Autonomous Vehicle,Snowy,Recession,Tuesday,7,102.7191,1,0,78.6367,0.2092
SolarisVille,Drone,Clear,Recession,Thursday,22,59.5148,0,0,29.7574,0.1227
MetropolisX,Autonomous Vehicle,Clear,Stable,Wednesday,12,44.855,0,0,49.8389,1.0567
MetropolisX,Flying Car,Electromagnetic Storm,Booming,Sunday,10,75.0607,0,0,107.7427,0.4308
Neuroburg,Autonomous Vehicle,Rainy,Recession,Friday,21,120.2239,0,0,109.2563,0.0296
AquaCity,Car,Snowy,Stable,Thursday,0,52.958,0,0,52.958,0.3828
Ecoopolis,Drone,Solar Flare,Booming,Monday,8,76.8,1,0,46.8953,0.1679
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Tuesday,3,61.209,0,0,99.3652,0.4327
Neuroburg,Drone,Snowy,Recession,Saturday,23,94.7919,0,0,56.6937,0.0514
Ecoopolis,Autonomous Vehicle,Clear,Stable,Tuesday,5,32.5357,0,0,26.0285,0.1501
TechHaven,Autonomous Vehicle,Snowy,Recession,Monday,14,86.6619,0,0,82.9301,0.0677
MetropolisX,Flying Car,Snowy,Recession,Sunday,18,64.7004,0,0,92.8714,0.2267
AquaCity,Drone,Solar Flare,Recession,Friday,10,94.7866,0,0,47.3933,0.1329
TechHaven,Drone,Snowy,Recession,Monday,23,27.9956,0,0,16.7438,0.0278
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,23,92.3094,0,0,73.8475,0.0912
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Tuesday,7,126.72,1,0,92.7399,0.1135
TechHaven,Drone,Electromagnetic Storm,Recession,Sunday,19,34.0603,0,0,20.371,0.0947
SolarisVille,Autonomous Vehicle,Clear,Stable,Sunday,4,68.4217,0,0,54.7373,0.3665
TechHaven,Autonomous Vehicle,Rainy,Stable,Wednesday,18,33.0243,1,0,23.409,0.1803
Ecoopolis,Flying Car,Rainy,Recession,Sunday,10,55.0922,0,0,66.1106,0.0918
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,12,43.8131,0,0,41.9264,0.4193
MetropolisX,Autonomous Vehicle,Clear,Stable,Friday,3,65.0718,0,0,72.3019,1.2555
AquaCity,Autonomous Vehicle,Rainy,Booming,Friday,0,81.127,0,0,64.9016,0.5581
TechHaven,Autonomous Vehicle,Clear,Stable,Friday,11,78.6003,0,0,71.4548,0.1698
AquaCity,Autonomous Vehicle,Snowy,Booming,Wednesday,8,12.795,1,0,10.236,0.5509
TechHaven,Flying Car,Electromagnetic Storm,Recession,Monday,9,69.9213,0,0,100.3656,0.1529
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,0,20.3459,0,0,16.2767,0.0625
AquaCity,Car,Snowy,Stable,Monday,21,33.0283,0,0,33.0283,0.8147
TechHaven,Autonomous Vehicle,Snowy,Stable,Monday,16,38.4696,0,0,36.813,0.2522
SolarisVille,Flying Car,Snowy,Recession,Sunday,7,16.65,0,0,19.98,0.0912
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,1,120,0,0,101.3209,0.6571
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Thursday,16,80.0805,0,0,64.0644,0.1338
MetropolisX,Autonomous Vehicle,Snowy,Booming,Friday,14,77.7863,0,0,74.4367,0.5781
Ecoopolis,Autonomous Vehicle,Clear,Booming,Tuesday,5,51.2807,0,0,41.0245,0.2439
MetropolisX,Autonomous Vehicle,Snowy,Recession,Saturday,6,37.5894,0,0,35.9707,0.1733
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,5,39.0845,0,0,37.4015,0.1629
MetropolisX,Drone,Electromagnetic Storm,Stable,Monday,15,28.7269,0,0,17.1811,0.5089
Ecoopolis,Car,Rainy,Recession,Wednesday,17,76.032,1,0,96.2264,0.0702
AquaCity,Car,Solar Flare,Recession,Tuesday,0,118.6199,0,0,118.6199,0.1719
AquaCity,Car,Clear,Recession,Thursday,23,84.5979,0,0,84.5979,0.3466
SolarisVille,Autonomous Vehicle,Clear,Stable,Thursday,21,54.364,0,0,48.3236,0.3087
MetropolisX,Car,Solar Flare,Recession,Sunday,18,72.8401,0,1,82.7729,0.2201
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,0,106.0869,0,0,101.5186,0.1909
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Thursday,1,47.0557,0,0,37.6446,0.2598
SolarisVille,Drone,Rainy,Booming,Saturday,10,108,0,0,59.4816,0.3497
SolarisVille,Drone,Solar Flare,Stable,Saturday,1,90.8151,0,0,45.4076,0.1828
Neuroburg,Drone,Solar Flare,Stable,Tuesday,1,31.082,0,0,17.6602,0.0856
SolarisVille,Drone,Snowy,Recession,Tuesday,12,78.8024,0,1,39.4012,0.2888
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,21,22.478,0,1,19.9167,0.1004
Neuroburg,Autonomous Vehicle,Snowy,Booming,Thursday,10,31.7783,0,0,30.4099,0.081
Neuroburg,Drone,Rainy,Booming,Saturday,23,55.1374,0,0,41.2212,0.0513
AquaCity,Autonomous Vehicle,Rainy,Booming,Friday,12,57.2158,0,1,45.7726,0.4169
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,5,99.7356,0,0,88.6538,0.2959
AquaCity,Autonomous Vehicle,Snowy,Stable,Monday,18,44.2576,1,0,39.3401,0.2905
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,4,44.5448,0,0,42.6266,0.1671
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Wednesday,14,69.6819,0,0,55.7455,0.1663
Ecoopolis,Drone,Snowy,Recession,Friday,14,29.3197,0,0,14.6598,0.0352
SolarisVille,Drone,Clear,Stable,Saturday,6,62.2206,0,0,31.1103,0.5055
SolarisVille,Flying Car,Rainy,Booming,Thursday,10,60.0376,0,0,72.0452,0.2975
SolarisVille,Drone,Snowy,Booming,Wednesday,4,78.1907,0,0,48.8692,0.2635
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Saturday,13,126.72,1,0,122.2573,0.535
SolarisVille,Drone,Rainy,Recession,Wednesday,2,87.808,0,0,43.904,0.1519
AquaCity,Drone,Rainy,Recession,Wednesday,23,77.7913,0,0,38.8957,0.2105
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Thursday,1,86.4,0,0,105.1879,0.1579
SolarisVille,Autonomous Vehicle,Clear,Booming,Friday,0,94.3839,0,0,75.5071,0.3563
AquaCity,Car,Snowy,Stable,Thursday,19,54.1039,0,0,54.1039,0.446
Neuroburg,Autonomous Vehicle,Snowy,Booming,Monday,20,126.7644,0,0,112.7304,0.082
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,17,96,0,0,85.6053,0.1689
MetropolisX,Drone,Electromagnetic Storm,Stable,Tuesday,13,21.6665,0,0,12.9584,0.5809
Ecoopolis,Autonomous Vehicle,Clear,Stable,Friday,17,40.1071,1,0,32.0857,0.2147
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Thursday,6,101.5951,0,0,92.3592,0.548
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Sunday,1,78.0552,0,0,62.4442,0.1453
Neuroburg,Autonomous Vehicle,Snowy,Booming,Saturday,14,39.4781,1,0,30.2225,0.0502
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Friday,16,51.0785,0,0,40.8628,0.0989
SolarisVille,Flying Car,Electromagnetic Storm,Booming,Tuesday,22,65.5487,0,0,78.6584,0.5827
Ecoopolis,Car,Electromagnetic Storm,Recession,Monday,18,84.48,1,0,96.1746,0.2119
MetropolisX,Drone,Clear,Recession,Friday,6,45.8573,0,0,26.0553,0.4327
TechHaven,Autonomous Vehicle,Snowy,Booming,Saturday,9,89.5201,0,0,85.6652,0.1877
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Monday,18,22.5773,1,0,20.0687,0.0423
SolarisVille,Drone,Rainy,Booming,Monday,20,23.0219,0,0,11.5109,0.3844
SolarisVille,Drone,Snowy,Booming,Saturday,3,32.1513,0,0,16.0756,0.5949
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,19,19.2853,0,0,18.4548,0.2273
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Saturday,11,63.4762,0,0,50.781,0.7622
Neuroburg,Autonomous Vehicle,Clear,Booming,Tuesday,22,87.9146,0,0,79.9224,0.0782
Ecoopolis,Flying Car,Electromagnetic Storm,Booming,Monday,13,20.3689,0,0,24.4426,0.1424
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,12,67.2048,0,0,59.7376,0.1015
TechHaven,Autonomous Vehicle,Clear,Stable,Sunday,19,21.5668,0,1,19.6062,0.2476
Neuroburg,Drone,Clear,Booming,Friday,8,28.3414,1,0,12.8825,0.1355
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,6,67.1775,0,0,53.742,0.2924
Neuroburg,Autonomous Vehicle,Clear,Recession,Saturday,11,59.4734,0,0,54.0667,0.0186
MetropolisX,Autonomous Vehicle,Rainy,Stable,Sunday,22,69.2197,0,0,58.2902,0.7108
AquaCity,Flying Car,Snowy,Booming,Thursday,15,49.7957,0,0,59.7548,0.4355
Neuroburg,Drone,Electromagnetic Storm,Stable,Thursday,20,70.5492,0,0,42.1945,0.0608
Neuroburg,Drone,Electromagnetic Storm,Booming,Wednesday,22,17.0304,0,0,10.1856,0.1117
TechHaven,Autonomous Vehicle,Rainy,Booming,Monday,18,107.2621,1,0,88.6259,0.1539
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,22,88.2352,0,0,84.4356,0.0386
Neuroburg,Autonomous Vehicle,Snowy,Stable,Sunday,13,31.7526,1,0,24.3082,0.0603
